image_path,text
all/179.png,been secret negotiations on the Northern Rhodesia's
all/180.png,and the Dominion Party . But representatives
all/181.png,London has been boycotted by the two main
all/182.png,settlers' parties - the United Federal Party
all/183.png,at the week-end for talks with Mr. Macmillan .
all/184.png,"of Sir Roy Welensky , Prime Minister of the"
all/185.png,He said Britain had an obligation to consult the Federal
all/186.png,refusing to sit round the conference table .
all/187.png,"M Ps yesterday : "" I have no knowledge of secret negotiations . """
all/188.png,Government . But the final decision remained with the British
all/189.png,"Government . Mr. James Callaghan , Labour's Colonial spokesman ,"
all/190.png,said Sir Roy had no right to delay progress in the talks by
all/191.png,Mr. Macleod was not at the week-end meeting . But he told
all/192.png,Northern Rhodesia is a member of the Federation .
all/193.png,He said Britain had an obligation to consult
all/194.png,the Federal Government . But the final
all/195.png,"have no knowledge of secret negotiations . """
all/196.png,"spokesman , said Sir Roy had no right to"
all/197.png,"Mr. James Callaghan , Labour's Colonial"
all/198.png,"meeting . But he told M Ps yesterday : "" I"
all/199.png,Northern Rhodesia is a member of the Federation .
all/200.png,decision remained with the British Government .
all/201.png,Mr. Macleod was not at the week-end
all/202.png,delay progress in the talks by refusing
all/203.png,to sit round the conference table .
all/204.png,"the Federal Government . Mr. James Callaghan ,"
all/205.png,Northern Rhodesia is a member of the Fede-
all/206.png,said Britain had an obligation to consult
all/207.png,refusing to sit round the conference table .
all/208.png,"have no knowledge of secret negotiations . "" He"
all/209.png,"Labour's Colonial spokesman , said Sir Roy had"
all/210.png,no right to delay progress in the talks by
all/211.png,ration . Mr. Macleod was not at the week-end
all/212.png,"meeting . But he told M Ps yesterday : "" I"
all/213.png,"negotiations with Sir Roy's representative ,"
all/214.png,"sent from the Government were "" unsatisfac-"
all/215.png,Mr. Julius Greenfield . He was at Che-
all/216.png,day called on Mr. Macmillan to cease his
all/217.png,"tory . "" African delegates to the talks yester-"
all/218.png,parties had refused to attend the talks
all/219.png,Mr. Macleod thought the two Rhodesian
all/220.png,Sir Roy's Federal Government in the
all/221.png,"regarded with "" growing anger "" the "" gross"
all/222.png,"and unconstitutional "" interference by"
all/223.png,quers last week-end . They said they
all/224.png,because Sir Roy had found messages
all/225.png,talks .
all/226.png,interference by Sir Roy's Federal Government in the talks .
all/227.png,had found messages sent from the Government were
all/228.png,at Chequers last week-end . They said they regarded
all/229.png,called on Mr. Macmillan to cease his negotiations with
all/230.png,had refused to attend the talks because Sir Roy
all/231.png,"with "" growing anger "" the gross and unconstitutional """
all/232.png,""" unsatisfactory . "" African delegates to the talks yesterday"
all/233.png,Mr. Macleod thought the two Rhodesian parties
all/234.png,"Sir Roy's representative , Mr. Julius Greenfield . He was"
all/235.png,racial discrimination in Government
all/236.png,defended the appointment of a Negro as
all/237.png,strong opposition from the anti-Negro
all/238.png,his Housing Minister . It has aroused
all/239.png,and State housing projects .
all/240.png,Informal talks at Lancaster House will
all/241.png,B.Kaufmann
all/242.png,senators of the Deep South . The negro
all/243.png,resume today . President Kennedy today
all/244.png,is Mr. Robert Weaver of New York . One
all/245.png,of his tasks will be to see there is no
all/246.png,Deep South . The negro is Mr. Robert #
all/247.png,Weaver of New York . One of his tasks will
all/248.png,in Government and State housing
all/249.png,his Housing Minister . It has aroused strong
all/250.png,defended the appointment of a Negro as
all/251.png,projects .
all/252.png,opposition from the anti-Negro senators of the
all/253.png,Informal talks at Lancaster House will
all/254.png,resume today . PRESIDENT KENNEDY today
all/255.png,be to see there is no racial discrimination
all/256.png,the appointment of a Negro as his Housing Minister .
all/257.png,senators of the Deep South . The negro is Mr.
all/258.png,will be to see there is no racial discrimination
all/259.png,in Government and State housing projects .
all/260.png,today . PRESIDENT KENNEDY today defended
all/261.png,It has aroused strong opposition from the anti-Negro
all/262.png,Informal talks at Lancaster House will resume
all/263.png,Robert Weaver of New York . One of his tasks
all/264.png,that Weaver once had Communist affiliations .
all/265.png,"by another Southern Senator - Willis Robertson ,"
all/266.png,off the opposition by telling a television
all/267.png,of Virginia - met today in closed session
all/268.png,"audience it was "" current Washington gossip """
all/269.png,Robertson later disclosed he had sent a letter
all/270.png,to Mr. Kennedy saying he had received several
all/271.png,complaints about Weaver's loyalty .
all/272.png,to discuss Weaver's appointment . Senator
all/273.png,Senator Allen Ellender of Louisiana sparked
all/274.png,"The Senate Banking Committee , which is headed"
all/275.png,discuss Weaver's appointment . Senator
all/276.png,Virginia - met today in closed session to
all/277.png,"Southern Senator - Willis Robertson , of"
all/278.png,"Committee , which is headed by another"
all/279.png,Robertson later disclosed he had sent a letter
all/280.png,to Mr. Kennedy saying he had received
all/281.png,"Washington gossip "" that Weaver once had"
all/282.png,Communist affiliations . The Senate Banking
all/283.png,"Senator Allen Ellender , of Louisiana ,"
all/284.png,"television audience it was "" current"
all/285.png,sparked off the opposition by telling a
all/286.png,"Willis Robertson , of Virginia - met today in"
all/287.png,letter to Mr. Kennedy saying he had received several
all/288.png,"gossip "" that Weaver once had Communist affilia-"
all/289.png,complaints about Weaver's loyalty .
all/290.png,"Senator Allen Ellender , of Louisiana ,"
all/291.png,Senator Robertson later disclosed he had sent a
all/292.png,closed session to discuss Weaver's appointment .
all/293.png,"tions . The Senate Banking Committee , which"
all/294.png,is headed by another Southern Senator -
all/295.png,sparked off the opposition by telling a
all/296.png,"television audience it was "" current Washington"
all/297.png,Robertson saying the Federal Bureau of In-
all/298.png,"He believed he would perform "" outstanding"
all/299.png,He said these concerned Mr. Weaver's
all/300.png,Mr. Kennedy rushed a letter to Senator
all/301.png,committee has to pass Mr. Weaver's
all/302.png,alleged association with organisations black-
all/303.png,"service "" in his post . Senator Robertson's"
all/304.png,vestigation had reported on Mr. Weaver .
all/305.png,nomination before it can be con-
all/306.png,# sidered by the full Senate .
all/307.png,listed by the Government . Immediately
all/308.png,has to pass Mr. Weaver's nomination before it
all/309.png,"he would perform "" outstanding service """
all/310.png,alleged association with organisations black-
all/311.png,listed by the Government . Immediately Mr.
all/312.png,He said these concerned Mr. Weaver's
all/313.png,saying the Federal Bureau of Investigation had
all/314.png,Kennedy rushed a letter to Senator Robertson
all/315.png,reported on Mr. Weaver . He believed
all/316.png,can be considered by the full Senate .
all/317.png,in his post . Senator Robertson's committee
all/318.png,association with organisations black-listed by the
all/319.png,nomination before it can be considered by the
all/320.png,committee has to pass Mr. Weaver's
all/321.png,full Senate .
all/322.png,of Investigation had reported on Mr. Weaver .
all/323.png,He said these concerned Mr. Weaver's alleged
all/324.png,"He believed he would perform "" outstanding"
all/325.png,Government . Immediately Mr. Kennedy rushed a letter
all/326.png,to Senator Robertson saying the Federal Bureau
all/327.png,"service "" in his post . Senator Robertson's"
all/328.png,mention personal talks with Dr.
all/329.png,over West Germany's cash offer to help
all/330.png,Germany to pay more . He did not
all/331.png,not good enough . And he indicated
all/332.png,day that the offer - 357million - was
all/333.png,He said bluntly in Washington yester-
all/334.png,"Adenauer , the West German Chancellor ."
all/335.png,America's balance of payments position .
all/336.png,PRESIDENT KENNEDY is ready to get tough
all/337.png,that his Government would try to get
all/338.png,And he indicated that his Government
all/339.png,PRESIDENT KENNEDY is ready to get tough
all/340.png,would try to get Germany to pay more . He
all/341.png,America's balance of payments position . He
all/342.png,over West Germany's cash offer to help
all/343.png,said bluntly in Washington yesterday that
all/344.png,"Adenauer , the West German Chancellor ."
all/345.png,the offer - 357million - was not good enough .
all/346.png,did not mention personal talks with Dr.
all/347.png,help America's balance of payments position
all/348.png,tough over West Germany's cash offer to
all/349.png,"talks with Dr. Adenauer , the West"
all/350.png,Government would try to get Germany to
all/351.png,He said bluntly in Washington yesterday
all/352.png,pay more . He did not mention personal
all/353.png,German Chancellor .
all/354.png,PRESIDENT KENNEDY is ready to get
all/355.png,that the offer - 357million - was not good
all/356.png,enough . And he indicated that his
all/357.png,due in Washington next week . A big
all/358.png,useful . The President will probably
all/359.png,anyway .
all/360.png,United States officials quickly point out
all/361.png,"discuss the problem with Dr. Brentano ,"
all/362.png,payment of a 210million debt to America .
all/363.png,"level than in the past "" might be"
all/364.png,"But he said discussions "" on a higher"
all/365.png,"slice of Germany's "" aid "" # is the early"
all/366.png,"the West German Foreign Minister , who is"
all/367.png,that this is money due to America
all/368.png,to America anyway .
all/369.png,"But he said discussions "" on a higher"
all/370.png,"Foreign Minister , who is due in Washington"
all/371.png,is the early payment of a 210million
all/372.png,The President will probably discuss the
all/373.png,"problem with Dr. Brentano , the West German"
all/374.png,"level than in the past "" might be useful ."
all/375.png,debt to America . United States officials
all/376.png,"next week . A big slice of Germany's "" aid """
all/377.png,quickly point out that this is money due
all/378.png,this is money due to America anyway .
all/379.png,"German Foreign Minister , who is due in"
all/380.png,Washington next week . A big slice of
all/381.png,"level than in the past "" might be useful ."
all/382.png,The President will probably discuss the
all/383.png,States officials quickly point out that
all/384.png,"Germany's "" aid "" is the early payment"
all/385.png,of a 210million debt to America . United
all/386.png,"problem with Dr. Brentano , the West"
all/387.png,"But he said discussions "" on a higher"
all/388.png,flatly rejected attempts by the Eisenhower
all/389.png,And they are unimpressed by the Germans' claim
all/390.png,that they cannot pay more than 357million
all/391.png,or for the present . The Adenauer Government
all/392.png,without upsetting their own economy . The
all/393.png,sum towards the cost of keeping American
all/394.png,Government to get them to pay a regular
all/395.png,good and is not paying for the past
all/396.png,Americans say Germany is having it too
all/397.png,troops in Germany .
all/398.png,answer is the once-and-for-all cash
all/399.png,West German Government . It will now have
all/400.png,to pay more - and increase taxation to do
all/401.png,the new American administration .
all/402.png,rejection of it is a painful blow to the
all/403.png,so - or run the obvious # risks in upsetting
all/404.png,America's dollar reserves . Dr. Adenauer's
all/405.png,offer of 357million . President Kennedy's
all/406.png,These support costs are a big drain on
all/407.png,West German Government . It will now have to pay
all/408.png,dollar reserves . Dr. Adenauer's answer is the
all/409.png,run the obvious risks in upsetting the new
all/410.png,Kennedy's rejection of it is a painful blow to the
all/411.png,American administration .
all/412.png,These support costs are a big drain on America's
all/413.png,more - and increase taxation to do so - or
all/414.png,once-and-for-all cash offer of 357million . President
all/415.png,was waiting for his senior military
all/416.png,spot . Joyce Egginton cables : President
all/417.png,Kennedy at his Washington Press con-
all/418.png,ference admitted he did not know
all/419.png,February 20 .
all/420.png,whether America was lagging behind
all/421.png,"And , since this is election year in West"
all/422.png,aides to come up with the answer on
all/423.png,Russia in missile power . He said he
all/424.png,"Germany , Dr. Adenauer is in a tough"
all/425.png,"And , since this is election year in West"
all/426.png,lagging behind Russia in missile power .
all/427.png,"Germany , Dr. Adenauer is in a tough spot ."
all/428.png,he did not know whether America was
all/429.png,at his Washington Press conference admitted
all/430.png,Joyce Egginton cables : President Kennedy
all/431.png,He said he was waiting for his senior
all/432.png,military aides to come up with the answer
all/433.png,on February 20 .
all/434.png,in personality last night dominated
all/435.png,CHILDREN TWO men who are poles apart
all/436.png,slackness in the Eisenhower Administration
all/437.png,This surprising statement was a sharp about-
all/438.png,did his best to avoid giving Pressmen
all/439.png,in nuclear development . President Kennedy
all/440.png,had caused America to lag behind Russia
all/441.png,face from his warnings during the
all/442.png,Presidential election campaign . He claimed
all/443.png,a direct answer . George Brown
all/444.png,"Mr. Brown , passionate and warm-hearted , led"
all/445.png,always come first .
all/446.png,issue behind the Health Service ; the other
all/447.png,tried to show that the balance-sheet must
all/448.png,to angry uproar . One dealt with the human
all/449.png,ment - and ended by inciting Labour M Ps
all/450.png,"unemotional , replied with a statistical state-"
all/451.png,"charges . Mr. Powell , white-faced and outwardly"
all/452.png,Labour's attack on the higher health
all/453.png,statistical statement - and ended by inciting
all/454.png,balance-sheet must always come first .
all/455.png,"charges . Mr. Powell , white-faced and"
all/456.png,with the human issue behind the Health
all/457.png,Service ; the other tried to show that the
all/458.png,"outwardly unemotional , replied with a"
all/459.png,Labour M Ps to angry uproar . One dealt
all/460.png,"Mr. Brown , passionate and warm-hearted ,"
all/461.png,led Labour's attack on the higher health
all/462.png,people far beyond the ranks of Labour
all/463.png,""" undermining the Health Service "" and"
all/464.png,censure motion on the Government for
all/465.png,The result of the vote was not in
all/466.png,able to bear them . Mr. Brown
all/467.png,doubt . For the Tories were massed
all/468.png,was monstrous . It had offended many
all/469.png,placing heavy burdens on those least
all/470.png,declared that the policy under censure
all/471.png,in answer to their whips to defeat a
all/472.png,supporters .
all/473.png,For the Tories were massed in answer to
all/474.png,many people far beyond the ranks of
all/475.png,The result of the vote was not in doubt .
all/476.png,"on the Government for "" undermining the"
all/477.png,Brown declared that the policy under
all/478.png,censure was monstrous . It had offended
all/479.png,Labour supporters .
all/480.png,on those least able to bear them . Mr.
all/481.png,their whips to defeat a censure motion
all/482.png,"Health Service "" and placing heavy burdens"
all/483.png,this letter which Mr. Gaitskell had received :
all/484.png,whole principle of the State service and
all/485.png,by my party's proposal to prostitute the
all/486.png,"has practised medicine for 43 years , chiefly"
all/487.png,Conservative . I am horrified and amazed
all/488.png,"The Press , many doctors and public were"
all/489.png,to render that service a hardship to poor
all/490.png,""" My background is a doctor of 68 , who"
all/491.png,"as a panel doctor . "" I am a lifelong"
all/492.png,denouncing the proposals . He quoted from
all/493.png,people .
all/494.png,quantity surveyor . We have descended
all/495.png,""" After a lifetime of helping others and"
all/496.png,"the increased charges is a wicked ,"
all/497.png,"healing the sick , my considered"
all/498.png,opinion is that anybody supporting
all/499.png,needs an imaginative architect to
all/500.png,"old - . "" Mr. Brown went on : "" We"
all/501.png,with bills of cost .
all/502.png,are dealing with a noble edifice which
all/503.png,"improve it , but it has got a"
all/504.png,from the real problems to fiddling about
all/505.png,fiddling about with bills of cost .
all/506.png,""" After a lifetime of helping others and"
all/507.png,"healing the sick , my considered opinion is that"
all/508.png,anybody supporting the increased charges is a
all/509.png,"it , but it has got a quantity surveyor . We"
all/510.png,"wicked , old - . "" Mr. Brown went on : "" We"
all/511.png,are dealing with a noble edifice which
all/512.png,needs an imaginative architect to improve
all/513.png,have descended from the real problems to
all/514.png,"never were . "" Interrupted by angry Tories , Mr. Brown retorted :"
all/515.png,"people , is good and attainable . "" We remain for it . But the Tories"
all/516.png,"We believe that a comprehensive medical service , free to the patient"
all/517.png,at the point of need and with one standard for all sick
all/518.png,""" The jackals bay when there is nothing better they can do . """
all/519.png,"sick people , is good and attainable ."
all/520.png,"Mr. Brown retorted : "" The jackals bay"
all/521.png,"when there is nothing better they can do . """
all/522.png,"never were . "" Interrupted by angry Tories ,"
all/523.png,""" We remain for it . But the Tories"
all/524.png,of need and with one standard for all
all/525.png,""" We believe that a comprehensive medical"
all/526.png,"service , free to the patient at the point"
all/527.png,He told them that their conception of social services was wholly
all/528.png,the Korean war .
all/529.png,wretched - but it would not be too comfortable nor too easy to
all/530.png,get . Answering jeers that it was Labour which first put a
all/531.png,"ceiling on health spending and started charges , Mr. Brown"
all/532.png,reminded the hostile Government benches that was
all/533.png,would provide an ambulance service for the absolutely
all/534.png,different - fundamentally different from that of Labour . They
all/535.png,done in 1950 because of the financial strain of
all/536.png,nor too easy to get . Answering jeers that
all/537.png,services was wholly different - fundamentally
all/538.png,He told them that their conception of social
all/539.png,provide an ambulance service for the absolutely
all/540.png,different from that of Labour . They would
all/541.png,Brown reminded the hostile Government benches
all/542.png,"on health spending and started charges , Mr."
all/543.png,strain of the Korean war .
all/544.png,that was done in 1950 because of the financial
all/545.png,wretched - but it would not be too comfortable
all/546.png,it was Labour which first put a ceiling
all/547.png,take ruthless action against the drug making
all/548.png,per cent. in the last eight years .
all/549.png,unsmiling Mr. Powell . He demanded that instead
all/550.png,Then Mr. Brown swung his attack directly to the
all/551.png,needy than Labour had to make it in 1950 . And
all/552.png,"In fact , the Tories made it worse now for the sick and"
all/553.png,of taking it out of the patients Mr. Powell should
all/554.png,"industry , whose profits had risen by up to 400"
all/555.png,"as a percentage of social service expenditure ,"
all/556.png,health had fallen from 28.5 to 23.1 per cent.
all/557.png,that instead of taking it out of the
all/558.png,to make it in 1950 . And as a percentage
all/559.png,"of social service expenditure , health had"
all/560.png,fallen from 28.5 to 23.1 per cent. Then
all/561.png,Mr. Brown swung his attack directly to
all/562.png,for the sick and needy than Labour had
all/563.png,"action against the drug making industry , #"
all/564.png,"In fact , the Tories made it worse now"
all/565.png,whose profits had risen by up to 400 per
all/566.png,the unsmiling Mr. Powell . He demanded
all/567.png,patients Mr. Powell should take ruthless
all/568.png,to the welfare food scheme . It was maintained
all/569.png,during the war . Now in conditions of Tory
all/570.png,"industry , "" Mr. Brown commented icily . "" Let us have a"
all/571.png,"industry . "" The health of children today owed much"
all/572.png,affluence it seemed it could not be carried on .
all/573.png,full inquiry into the cost of drugs and the pharmaceutical
all/574.png,children and sick people than to take on this vast
all/575.png,""" Mr. Powell finds it easier to take it out of mothers ,"
all/576.png,the war . Now in conditions of Tory
all/577.png,food scheme . It was maintained during
all/578.png,carried on .
all/579.png,"the pharmaceutical industry . "" The health"
all/580.png,affluence it seemed it could not be
all/581.png,"of mothers , children and sick people than"
all/582.png,of children today owed much to the welfare
all/583.png,full inquiry into the cost of drugs and
all/584.png,"Brown commented icily . "" Let us have a"
all/585.png,"to take on this vast industry , "" Mr."
all/586.png,""" Mr. Powell finds it easier to take it out"
all/587.png,"to giving details of plans for improving the hospital service ,"
all/588.png,on which indeed the Government is making progress .
all/589.png,a full minute - and even his bitterest opponents
all/590.png,""" even after the proposed changes the net cost of the"
all/591.png,service to the Exchequer will have increased over
all/592.png,When Mr . Brown sat down Labour M Ps cheered for
all/593.png,three years by 20 per cent.
all/594.png,on defence joined in . Mr. Powell devoted half his speech
all/595.png,His basic defence of the Health Service cuts was that
all/596.png,"Health Service cuts was that "" even after"
all/597.png,making progress . His basic defence of the
all/598.png,"service , on which indeed the Government is"
all/599.png,cheered for a full minute - and even his
all/600.png,the proposed changes the net cost of the
all/601.png,bitterest opponents on defence joined in .
all/602.png,details of plans for improving the hospital
all/603.png,over three years by 20 per cent.
all/604.png,When Mr . Brown sat down Labour M Ps
all/605.png,service to the Exchequer will have increased
all/606.png,Mr. Powell devoted half his speech to giving
all/607.png,foods would still be free in families
all/608.png,"adjustment being made in financing . """
all/609.png,receiving regular National Assistance
all/610.png,The Government decided to adjust
all/611.png,undermining - the service . Answering the
all/612.png,claimed was underpinning - not
all/613.png,development being limited or an
all/614.png,""" That cannot continue without either"
all/615.png,the financing - which Mr. Powell
all/616.png,grants .
all/617.png,"foods , Mr. Powell said that all these"
all/618.png,"attack on "" economic charges "" for welfare"
all/619.png,Powell said that all these foods would
all/620.png,adjust the financing - which Mr. Powell
all/621.png,still be free in families receiving regular
all/622.png,claimed was underpinning - not undermining -
all/623.png,the service . Answering the attack on
all/624.png,National Assistance grants .
all/625.png,being limited or an adjustment being made
all/626.png,"in financing . "" The Government decided to"
all/627.png,""" economic charges "" for welfare foods , Mr."
all/628.png,""" That cannot continue without either development"
all/629.png,the financing - which Mr. Powell claimed was
all/630.png,"for welfare , Mr. Powell said that all these"
all/631.png,being limited or an adjustment being made
all/632.png,""" That cannot continue without either development"
all/633.png,foods would still be free in families receiving
all/634.png,underpinning - not undermining - the service .
all/635.png,"Answering the attack on "" economic charges """
all/636.png,regular National Assistance grants .
all/637.png,"in financing . "" The Government decided to adjust"
all/638.png,"taken as a friendly gesture in Whitehall ,"
all/639.png,de Gaulle's official welcome last week
all/640.png,"MR. Macmillan has picked a strong "" brains trust """
all/641.png,Gaulle this month to smooth the way . General
all/642.png,but no more than that .
all/643.png,And he has abandoned plans to visit President de
all/644.png,team to negotiate terms for joining the Common Market .
all/645.png,to Britain's moves towards the Six was
all/646.png,of negotiations with the Six . At the same
all/647.png,the Prime Minister to Paris was dropped
all/648.png,safeguard their interests
all/649.png,"France , to back Mr. Edward Heath , Lord"
all/650.png,"Privy Seal , who is charged with the conduct"
all/651.png,"Sir Pierson Dixon , Britain's Ambassador to"
all/652.png,So the idea of personal mission by
all/653.png,Commonwealth Governments every facility possible to
